time,layout,data
2023/07/03 16:51:13.758422402,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.858445210,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.958002443,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.58644857,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.158636277,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.258428473,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.358498659,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.458433663,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.558458006,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.658395715,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.758477495,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.858469717,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:14.958467620,"{'dim': [], 'data_offset': 0}",[]
